/Users/macbook/Desktop/IMG/center_2017_07_22_13_27_18_442.jpg,/Users/macbook/Desktop/IMG/left_2017_07_22_13_27_18_442.jpg,/Users/macbook/Desktop/IMG/right_2017_07_22_13_27_18_442.jpg,0,0,0,21.76749
/Users/macbook/Desktop/IMG/center_2017_07_22_13_27_18_509.jpg,/Users/macbook/Desktop/IMG/left_2017_07_22_13_27_18_509.jpg,/Users/macbook/Desktop/IMG/right_2017_07_22_13_27_18_509.jpg,0,0,0,21.63508
/Users/macbook/Desktop/IMG/center_2017_07_22_13_27_18_576.jpg,/Users/macbook/Desktop/IMG/left_2017_07_22_13_27_18_576.jpg,/Users/macbook/Desktop/IMG/right_2017_07_22_13_27_18_576.jpg,0,0,0,21.45978
/Users/macbook/Desktop/IMG/center_2017_07_22_13_27_18_648.jpg,/Users/macbook/Desktop/IMG/left_2017_07_22_13_27_18_648.jpg,/Users/macbook/Desktop/IMG/right_2017_07_22_13_27_18_648.jpg,0,0,0,21.32923
/Users/macbook/Desktop/IMG/center_2017_07_22_13_27_18_718.jpg,/Users/macbook/Desktop/IMG/left_2017_07_22_13_27_18_718.jpg,/Users/macbook/Desktop/IMG/right_2017_07_22_13_27_18_718.jpg,0,0,0,21.15638
/Users/macbook/Desktop/IMG/center_2017_07_22_13_27_18_788.jpg,/Users/macbook/Desktop/IMG/left_2017_07_22_13_27_18_788.jpg,/Users/macbook/Desktop/IMG/right_2017_07_22_13_27_18_788.jpg,0,0,0,21.02766
/Users/macbook/Desktop/IMG/center_2017_07_22_13_27_18_861.jpg,/Users/macbook/Desktop/IMG/left_2017_07_22_13_27_18_861.jpg,/Users/macbook/Desktop/IMG/right_2017_07_22_13_27_18_861.jpg,0,0,0,20.85724
/Users/macbook/Desktop/IMG/center_2017_07_22_13_27_18_934.jpg,/Users/macbook/Desktop/IMG/left_2017_07_22_13_27_18_934.jpg,/Users/macbook/Desktop/IMG/right_2017_07_22_13_27_18_934.jpg,0,0,0,20.6882
/Users/macbook/Desktop/IMG/center_2017_07_22_13_27_19_006.jpg,/Users/macbook/Desktop/IMG/left_2017_07_22_13_27_19_006.jpg,/Users/macbook/Desktop/IMG/right_2017_07_22_13_27_19_006.jpg,0,0,0,20.5623
/Users/macbook/Desktop/IMG/center_2017_07_22_13_27_19_077.jpg,/Users/macbook/Desktop/IMG/left_2017_07_22_13_27_19_077.jpg,/Users/macbook/Desktop/IMG/right_2017_07_22_13_27_19_077.jpg,0,0,0,20.39446
